Project ID,Catchy Title [for dataset],"Catchy Title [for use case, application]",Country / Region ,What this is about/Description,Access to the dataset [link],"Access to AI Model, Software, AI Application [link]",Sector /Sustainable Development Goal ,Maturity / Readiness for replication or scaling [INTERNAL],Type of Data,Point of contact & community support ,Data characteristics: how to use it & key characteristics ,"Model characteristics: How to use & key characteristics of the AI Model, Software, AI Application",How to use it: How can you concretely work with this and built on this? How much will this cost and which resources are available to help me? ,"Organizations involved - including logos, links and visual elements",Editor of this information:,Technical Domain,Expressive visualization / picture related to dataset / possible use / story-tellling,License,"Additional Resources (Paper, Publications, etc)",Lacuna Dataset (Yes/No),Info on fair sharing as as Digital Public Good ,Comments,Name in GIZ-internal database
ui_28,Climate Disinformation in Local Indonesian Languages,Climate Disinformation in Local Indonesian Languages,Indonesia,"This AI application is about developing an AI-based system to tackle climate misinformation in Indonesia, focusing on creating accurate and accessible information tools. The initiative aims to build a multilingual disinformation detection system, covering Bahasa Indonesia and over 10,6 million words and 21 million words translation from Minangkabau, Balinese, and Buginese to classify and verify climate-related content. The application supports stakeholders, including government agencies, NGOs, and communities, in countering false narratives, promoting awareness, and enabling evidence-based decision-making. The AI outcomes include open-access datasets, disinformation, and topic classification models, a user-friendly website, and a chatbot. These tools empower users to identify climate misinformation, enhance public literacy, and foster collaboration for sustainable climate actions. The project emphasizes inclusivity, accessibility, and long-term impact, providing resources for researchers, local businesses, and policy-makers to advance AI applications in combating misinformation. Prosa has developed an AI-powered chatbot to address climate misinformation. The platform's website is available at faktaiklim.prosa.ai, and the chatbot can be accessed via Telegram (Fakta Iklim Bot), with open-source code available on GitHub. User guides are provided in four languages: Indonesian, Minangkabau, Balinese, and Bugis.",https://huggingface.co/prosa-text,https://faktaiklim.prosa.ai/,SDG 10 (Reduced inequality through access to info in local languages/NLP),Dataset  > Model > Pilot > Use-Case,Text,"Bappenas (https://www.bappenas.go.id/), Prosa AI (https://prosa.ai/)","The data for this project is fully open-sourced and can be accessed through Hugging Face.
 ● License: CC BY-SA 4.0
 ● Data Type: Tabular
 ● Key Variables: Climate disinformation classification, topic categorization, language distribution (Bahasa Indonesia and regional languages: Minangkabau, Balinese, Buginese)
 ● Format: CSV
 ● Data Collection Period: Over 3 months, covering diverse misinformation cases in climate-related domains
 
 Data collection involved web crawling and inputs from local communities and experts, using sources like government websites, news articles, and scientific literature. Annotations by trained linguists and marginalized community members followed strict guidelines for consistency. The datasets are formatted for easy integration with AI tools.","Processed Data and Pretrained Models:
 Use the multilingual datasets and pre-trained models (IndoBERT, IndoBERTNusa) to detect climate misinformation. The processed dataset can be accessed here: Processed Data
 
 Code for AI Models:
 Access the GitHub repository containing scripts for preprocessing datasets, fine-tuning language models, and training disinformation classifiers. These can be customized for various applications.
 
 Application Deployment:
 The resulting models are integrated into platforms like Kominfo's Anti-Hoax portal and social media crawling APIs. Additionally, a chatbot leveraging these AI models is available to verify climate-related information in real-time. The chatbot and models are publicly accessible via APIs to support further innovation and integration by developers.","You can leverage AI models and datasets to develop or enhance applications to address climate misinformation and advance public education. These resources can be adapted to new languages, regions, or even other misinformation topics, such as health or political issues. Combining the datasets with additional sources, like satellite imagery or weather data, could lead to innovative AI applications, including real-time fact-checking tools or misinformation monitoring dashboards. Researchers and developers can also use the models to benchmark against other datasets or refine methodologies, unlocking opportunities for both academic and commercial advancements.
 
 These tools can be integrated into platforms like government portals or social media moderation systems to maximize impact. Interactive educational applications, such as gamified platforms or public learning modules, could further engage communities. Collaboration with stakeholders—including government agencies, NGOs, and private companies—can help scale the tools, secure funding, and drive wider adoption. Through partnerships and expanded deployment, this project can contribute to fostering critical awareness and combating misinformation effectively.","Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",Karlina Octaviany,NLP,,,,,,,Use case development Indonesia
ui_29,"Forest Forward: Using AI to protect forests and combat the climate crisis in Indonesia by maping carbon using ""High Carbon Stock Approach""","Forest Forward: Using AI to protect forests and combat the climate crisis in Indonesia by maping carbon using ""High Carbon Stock Approach""",Indonesia,"This project focuses on creating validated, open-source High Carbon Stock (HCS) forest maps for Indonesia using an AI-driven approach. It adopts the HCS classification system to identify forests suitable for conservation versus sustainable development:
 • High, Medium, and Low-Density Forests (Conservation Priority): Forests with closed or patchy canopies, rich biodiversity, and carbon storage.
 • Young Regenerating Forests: Regrowing forests that are transitioning into higher carbon stock potential.
 • Scrub and Open Land: Areas with minimal carbon stock suitable for sustainable development.
 The maps integrate field data, satellite imagery, and AI to assist policymakers, NGOs, and businesses in making data-driven decisions for sustainable land-use planning and conservation. Stakeholders can use the outputs for spatial planning, reducing greenhouse gas emissions, and implementing ""no deforestation"" commitments. The High Carbon Stock Approach (HCSA) project was nominated for the prestigious UN SDG Game Changer award – Category 2: Planet – Innovation for our climate and environment “Artificial Intelligence Meets Jungle/ Forest Forward.",https://huggingface.co/datasets/HCSA/HCSA_Indonesia_Forest_Plot_Data_2023,,"Climate action SDG 13, Life on Land (SDG 15): sustainably manage forests, halt and reverse land degradation and halt biodiversity loss.",Dataset  > Model > Pilot > Use-Case,Geospatial,"Bappenas (https://www.bappenas.go.id/), JKPP (https://jkpp.org/), HCSA (https://highcarbonstock.org/public-consultation/), EcoVision Lab (https://www.spacehub.uzh.ch/en/research-areas/earth-observation/EcoVision-Lab.html)","The finalized HCS dataset and maps are available on Hugging Face HCSA/Forest_Plot_Data_2023, and Global Forest Watch.
 
 • License: Open-source (CC BY 4.0) 
 • Data Type: Geospatial and tabular 
 • Key Variables: Vegetation classification, carbon stock levels, validation points, and FPIC (Free, Prior and Informed Consent) compliance
 • Appr. No of observations: Covers ~1.5 million hectares of tropical forests 
 • Appr. No of dimensions: 60+ attributes, covering vegetation classifications, carbon stock levels, biomass measurements, land-use types, validation points, and FPIC (Free, Prior and Informed Consent) compliance data
 • Covering 150 field plot high-carbon stock areas across Sumatra, Kalimantan, and West Papua
 • Format: Geo TIFF, shapefile, CSV
 The data adheres to FAIR (Findable, Accessible, Interoperable, Reusable) principles and includes anonymization measures to protect sensitive information.","Processed Data:
 Field measurements (e.g., biomass and tree species) were combined with Sentinel-2 imagery and NASA GEDI lidar to enhance map accuracy. The resulting geospatial data includes classifications of High Carbon Stock forests and other land-use categories.
 Model Development:
 AI models, trained using Convolutional Neural Networks (CNNs) and calibrated with aerial LiDAR and ground-truth data, are hosted on the HCSA GitHub repository: HCS Mapping Code.
 Application:
 Validated HCS maps are deployed on Google Earth Engine and Global Forest Watch for conservation planning and policy support, with an ODK-based mobile app under development for offline data collection. The project integrates FPIC (Free, Prior, and Informed Consent) principles throughout, ensuring community involvement and respect for land rights in data collection and mapping.",,"Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",Karlina Octaviany,Computer Vision,,,,,,,HCSA: High Carbon Stock Mapping in Southeast Asia
ui_30,"Building inclusive voice technologies in the 3 Indonesian Languages Balinese, Bugis and Minangkabau through open language datasets","Building inclusive voice technologies in the 3 Indonesian Languages Balinese, Bugis and Minangkabau through open language datasets",Indonesia," FAIR Forward and Prosa.ai collected AI training data and trained models for three digitally underrepresented languages of Indonesia: Balinese, Bugis and Minangkabau. Existing works on underrepresented languages mostly focus on machine translation and simple language understanding tasks, such as sentiment analysis and topic classification. More complex tasks such as open-domain dialogue and dialogue summarization, are still left behind for these underrepresented languages which leads to a poor evaluation suite for assessing the capability of large language models (LMs) in these underrepresented languages. Mitigating this limitation, we introduce NusaDialogue, the first underrepresented languages datasets consisting of manually annotated dialogue along with its summary.

NusaDialogue covers 3 underrepresented languages under the Malayo-Polynesian languages group, i.e., Minangkabau (min), Balinese (ban), and Buginese (bug), each consisting of 10,000 dialogue and summary pairs. The dialogues in NusaDialogue encompass numerous topics including culture, occupation, politics, science, history, news, sports, religion, etc",prosa-text/nusa-dialogue · Datasets at Hugging Face,,"SDG 10 (Reduced inequality through access to info in local languages/NLP), End hunger, achieve food security, sustainable agriculture (SDG 2)",Dataset  > Model > Pilot > Use-Case,Text,,"NusaDialogue covers 3 underrepresented languages under the Malayo-Polynesian languages group, i.e., Minangkabau (min), Balinese (ban), and Buginese (bug), each consisting of 10,000 dialogue and summary pairs. The dialogues in NusaDialogue encompass numerous topics including culture, occupation, politics, science, history, news, sports, religion, etc. The non-translationese annotation nature makes NusaDialogue suitable for representing the actual day-to-day use of these underrepresented languages. In addition, we ensure that the dataset is annotated by a balanced number of male and female annotators to make the dataset represent a more balanced demography.",,"Supporting Minority Languages in the Digital Space:

The digital divide is often more pronounced for speakers of minority and underrepresented languages. Including these languages in summarization datasets helps bridge this gap, ensuring that digital platforms and technologies are accessible and beneficial to a broader range of linguistic communities.

Encouraging Linguistic Research

The creation of NusaDialogue can stimulate interest and research in linguistics, language preservation, and computational linguistics. This can lead to a better understanding of the unique linguistic features of these languages and the development of more tailored language technologies.

Addressing Bias and Fairness in NLP

Through NusaDialogue , there is an opportunity to address biases present in NLP systems that are often trained on data from dominant languages. This can contribute to the development of more fair and unbiased language technologies.

In conclusion, the social impact of NusaDialogue extends beyond technology to cultural preservation, education, inclusivity, and cross-cultural understanding. It has the potential to empower communities, promote linguistic diversity, and contribute to a more equitable and interconnected global society.","Powered by: Prosa.ai 
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",Prosa.ai / Balthas Seibold,NLP,,,,,,,Text data collection Indonesia
ui_31,"Blue economy for climate mitigation and climate - leveraging AI, community-based approaches and local IoT-measurements","Blue economy for climate mitigation and climate - leveraging AI, community-based approaches and local IoT-measurements",Indonesia,"Follow up of HCSA with focus on blue carbon and training of marginalized communities, as well as policy dialogue on climate",,,,Dataset,,,,,,"Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",,ML4EO,,,,,,,"Blue economy for climate mitigation and climate - leveraging AI, community-based approaches and local IoT-measurements"
ui_32,Early Warning System: Advisory services on climate-smart farming for small-holder farmers,Early Warning System: Advisory services on climate-smart farming for small-holder farmers,Kenya,"The Early Warning System (EWS) is an AI-powered platform that monitors farming activities and supports climate-smart precision agriculture for smallholder farms. It uses geo-referenced data collected from farms through mobile phones and high-resolution satellite imagery. The system provides crop monitoring, yield prediction, pest/disease detection, and localized agricultural advisory services in multiple languages. The platform is currently accessed through both WhatsApp by farmers and a self-serve platform/API for institutional users.",,,"SDG 10 (Reduced inequality through access to info in local languages/NLP), End hunger, achieve food security, sustainable agriculture (SDG 2)",Dataset  > Model > Pilot > Use-Case >  Use-Case with Business Model,"Geospatial, Images",LDRI (https://www.developlocal.org/#),"Ground truth geo-tagged data from 1,521 farms across 5 regions in Kenya
 Types of data: Crop images, farm boundaries, crop conditions, weekly activity logs
 Coverage: Multiple crop types including maize, beans, sweet potatoes, cassava, kales, Irish potatoes, cowpeas, soya beans, and indigenous vegetables
 Language data: ~150 hours of voice data and transcriptions in KiEmbu, Kikuyu, Kiswahili and Luhya
 Timeline: Data collected over multiple growing seasons from 2022-2024
 Collection conducted by LDRI in partnership with champion farmers and agronomists.","Processed Data and Models:
 1. Uses geo-tagged images collected from farms and annotated for crop types, health status, and specific afflictions (pests/diseases/nutrition deficiency) 
 2. Derived vegetation indices, moisture indices, and time-series data from satellite imagery.
 3. A corpus of voice and text data is being developed for local language processing.
 4. Crop classification models using CNN architectures : Identifies 
 5. Crop Yield prediction models 
 6. Language models for agricultural advisory in multiple local languages (in development)
 Application:
 The system can be used for:
 • Early warning of potential crop failure
 • Yield prediction and crop health monitoring
 • Localized agricultural advisory in multiple languages
 • Farm productivity tracking and management
 • Regional agricultural monitoring and planning","The EWS provides a comprehensive platform that combines AI-powered crop monitoring with localized advisory services. Organizations can access the data and models through :A self-serve platform and API for accessing predictions and analytics; Mobile applications for farmers to receive personalized crop management recommendations in local language; Integration possibilities with existing agricultural extension services and Analytics dashboards for value chain stakeholders and policy institutions. The system can be scaled to new regions and crops through transfer learning and the modular architecture allowing for continuous improvement of individual components. The platform supports both individual farmer-level insights and aggregated regional analytics to optimize crop yields and manage stressors effectively, making it valuable for various stakeholders across the agricultural sector.","Powered by: Local Development Research Institute (LDRI) 
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",Daniel Brumund,"Computer Vision, NLP",,,,,,"LDRI contacted for info on dataset and model (DB, 6/6/25)",Early Warning System LDRI
ui_33,Citizen chatbot of the Kenyan Office of the Data Protection Commissioner,Citizen chatbot of the Kenyan Office of the Data Protection Commissioner,Kenya,The citizen chatbot enables the Kenyan public to access information about Kenya's data protection laws and regulation in an easily accessible conversation on the ODPC's website. The aim is to make legal information more understandable and facilitate access. The content database of the chatbot was developed jointly with expert from the ODPC and tested with citizens.,,,Public service delivery,Dataset  > Model > Pilot > Use-Case >  Use-Case with Business Model,Text,THiNK (https://think.ke/),"For the content database of the chatbot, Q&A pairs created and tested together with ODPC and citizens",The chatbot uses a Rasa architecture with NLU for accessing the Q&A pairs corresponding to user inquiries,,"Powered by: Tech Innovators Network Kenya (THiNK)
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",Daniel Brumund,NLP,,,,,,"THiNK contacted for website and data info (DB, 6/6/25)",Office of Data Protection Commission (ODPC) Chatbot Kenya
ui_34,"Making AI understand 3 East African languages:  Kiswahili, Kinyarwanda and Luganda - Open-source text-to-speech datasets","Making AI understand 3 East African languages:  Kiswahili, Kinyarwanda and Luganda - Open-source text-to-speech datasets","Kenya, Rwanda, Uganda","By collecting more than 1000 hours of AI voice data (by 04/2025), this effort created the largest open-source voice dataset of diverse Swahili speakers for speech recognition (speech-to-text). You can use this resource to build AI systems understanding spoken Swahili e.g. in cellphones . This facilitates access to information in mother tongue, including by illiterate persons and persons in rural settings.",https://commonvoice.mozilla.org/en/datasets ,,"SDG 10 (Reduced inequality through access to info in local languages/NLP), End hunger, achieve food security, sustainable agriculture (SDG 2)",Dataset,"Text, Voice",Mozilla Common Voice (https://commonvoice.mozilla.org),The datasets for the three languages consist of text data and the corresponding voice data. They are hosted on Mozilla's Common Voice Platform.,,,"Powered by: Mozilla Common Voice
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ, Gates Foundation, FCDO

",Balthas Seibold,NLP,,CC-0,"Creating community-driven  datasets: Insights from  Mozilla Common Voice activities in East Africa 
(https://www.bmz-digital.global/wp-content/uploads/2023/03/Creating-Community-Driven-Datasets-Report-032023-GIZ-Mozilla.pdf)",,,"Original title: Open voice datasets for Kiswahili, Kinyarwanda and Luganda",
ui_35,"Providing farmers in Kenya and Bihar, India with high-quality, personalized information through AI and developing blueprints for AI-powered Agriculture Information Exchange Platforms","Providing farmers in Kenya and Bihar, India with high-quality, personalized information through AI and developing blueprints for AI-powered Agriculture Information Exchange Platforms","Kenya, India","Developing products that can be replicated through four initiatives: 1. DynAG: 
 Focused on rice, wheat, and maize, DynAG's platform uses a RAG pipeline powered by LLMs like the GPT suite to provide farmers with advisory services. Accessible via chatbots, Android and Jio-based mobile apps, IVR, and SMS, it ensures wide reach. With machine translation and speech recognition, the platform supports communication in English and Hindi while utilizing CGIAR's data backbone for accurate, data-driven insights. 
  
 2. Digital Green: 
 Digital Green's platform supports agricultural value chains like dairy, coffee, and wheat in Bihar and Kenya. It integrates a RAG pipeline, using LLMs under evaluation, and offers services through an app, Telegram, and IVR. Features like machine translation, speech technology, image recognition, and weather data enable localized insights. The platform supports multiple languages, including Hindi, Swahili, Gikuyu, and Marathi, ensuring flexibility across regions. 
  
 3. Viamo and Partners: 
 This platform targets farmers in Kenya and Bihar, focusing on beans and wheat, respectively. Using IVR, SMS, and WhatsApp, the platform is built on a RAG pipeline powered by LLMs, with potential for intent and entity recognition. Machine translation and speech-enabled IVR support English, Hindi, and Swahili, making it accessible across regions. The initiative is part of a broader plan to enhance voice technology for agricultural advisory. 
 
 4. Tech for Her: 
 Tech for Her empowers women farmers in Bihar and Kenya, focusing on tomatoes and cattle. Accessible via IVR, WhatsApp, and a mobile app, the platform uses LLM-powered intent and entity recognition for personalized chatbot interactions and speech-enabled IVR for voice support. AI-based video generation further enhances engagement. Available in English, Hindi, and Swahili, it caters to the specific needs of women in agriculture.",https://dev.platform.farmer.chat/login,,"SDG 10 (Reduced inequality through access to info in local languages/NLP), End hunger, achieve food security, sustainable agriculture (SDG 2)",Dataset  > Model > Pilot > Use-Case,Text,"Digital Green, Viamo and Partners, Tech for Her, DynAg, Digifarm, Opportunity International",The platform allows for uploading and downloading AI model training data for sharing with the community. The data owner can set up access rights for the shared datasets,,,"Powered by: 
Catalyzed by: FAIR Forward - AI for All
Financed by: Gates Foundation",,NLP,,,,,,,AIEP MVP Development
ui_36,Paza Sauti - chatbot and IVR service in Swahili to raise awareness about the use of collateral (security) to access credit for women in Kenya,Paza Sauti - chatbot and IVR service in Swahili to raise awareness about the use of collateral (security) to access credit for women in Kenya,Kenya,"The project is developing a chatbot and an interactive voice response service that will provide voice-enabled services in the domain of business registration and raise awareness about the use of collateral (security) to access credit in Kenya. The main objective is to increase financial literacy around moveable properties as collateral, particularly for women in business, and in particular agriculture, for purposes of accessing credit. Although there has been an increase in the ease of getting credit, most members of the population are still unaware of their capability to access further credit as a result of using moveable properties as collateral.",,,"SDG 10 (Reduced inequality through access to info in local languages/NLP), Achieve Gender Equality (SDG 5), End hunger, achieve food security, sustainable agriculture (SDG 2)",Dataset > Model > Pilot,"Text, Voice",THiNK (https://think.ke/),,,,"Powered by: THiNK Kenya
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",Daniel Brumund,NLP,,,,,,"THiNK contacted for website and data info (DB, 6/6/25)",Support Mozilla Swahili grantee
ui_37,Building Kenya Language Corpus incl. governance model,Building Kenya Language Corpus incl. governance model,Kenya,This project is only kicking off in July 2025. More information to follow.,,,SDG 10 (Reduced inequality through access to info in local languages/NLP),,Text,,,,,"Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",Daniel Brumund,NLP,,,,,,More info to be added once project starts in July 2025,Building Kenya Language Corpus incl. governance model
ui_38,"Hello, government - better citizen services in Kenya through ""AI Chatbots"" as a replicable open-source building block","Hello, government - better citizen services in Kenya through ""AI Chatbots"" as a replicable open-source building block",Kenya,"There is a significant opportunity to make digitized government services in Kenya more easily discoverable and, by extension, enhance their accessibility and use by citizens through chatbot technology. Based on NLP technology, chatbots can help citizens access information on Kenya’s eGovernment services through text and voice inputs in Kiswahili and English. This project foresees the development of an AI Conversational Chatbot using the GovStack Building Block Approach - so as to create (a) a chatbot for easier service discoverability; and (b) a chatbot framework that can be reused as a digital public good. 
",,,SDG 10 (Reduced inequality through access to info in local languages/NLP),,Text,THiNK (https://think.ke/),,,,"Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",Daniel Brumund,NLP,,,,,,The project is currently being implemented. More info to be added once it's finished (end of 2025),AI Conversational Chatbot (with GovStack)
ui_43,On-site image and weather data for landslide and flood disaster hotspot monitoring in Rwanda,Landslide and flood disaster hotspot monitoring using computer vision in Rwanda,Rwanda,,,,"Climate Action, Disaster Risk Management",Dataset  > Model > Pilot > Use-Case,Image and tabular weather data,,,,,"Powered by:  tbd & Hesotech GmbH
Catalyzed by: FAIR Forward - AI for All & Digital and Green Innovation
Financed by: BMZ",Golo,Computer Vision,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5087469,,,,Landslide monitoring use case
ui_44,Services to citizens in Swahili: Paza Sauti - chatbot and interactive voice response service in Swahili for better access to credit for women in Kenya and 5 other AI-powered services in Swahili based on Mozillas Common-Voice dataset,Services to citizens in Swahili: Paza Sauti - chatbot and interactive voice response service in Swahili for better access to credit for women in Kenya and 5 other AI-powered services in Swahili based on Mozillas Common-Voice dataset,-,"Activity including local subactivities (Kinyarwanda, Luganda, Kiswahili)",,,SDG 10 (Reduced inequality through access to info in local languages/NLP),,Voice,,,,,"Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",,NLP,,,,,,,Expansion of voice data collection and development of use cases [Mozilla]
ui_45,Mbaza Chatbot Rwanda for health related inquiries by citizens,Mbaza Chatbot Rwanda for health related inquiries by citizens,Rwanda,Running system (during Covid with 2 Million info requests ) / Business Model training on open source AI business with Digital Umuganda / Open Source system to allow for easy scaling and replication and sustainability,,,SDG 10 (Reduced inequality through access to info in local languages/NLP),Dataset  > Model > Pilot > Use-Case >  Use-Case with Business Model,Text,,,,,"Powered by: Digital Umuganda 
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",,NLP,,,,,,,Develop Mbaza AI Chatbot for Covid 19 [with Mozilla]
ui_46,Better Advise to farmers in Rwanda through Agricultural chatbot (Mbaza Chatbot scaling),Better Advise to farmers in Rwanda through Agricultural chatbot (Mbaza Chatbot scaling),Rwanda,,,,"SDG 10 (Reduced inequality through access to info in local languages/NLP), End hunger, achieve food security, sustainable agriculture (SDG 2)",Dataset  > Model > Pilot > Use-Case,,,,,,"Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",,NLP,,,,,,,Agriculture chatbot / early warning system for farmers / AI entrepreneurship competition
ui_47,"Hello, government - better citizen services through ""AI Chatbots"" as a digital public good","Hello, government - better citizen services through ""AI Chatbots"" as a digital public good",Rwanda,"Semantic Chatbot(s) & IVR for G2C services in Public Service Delivery and Good Governance 
 in Collaboration with Konza Technopolis, ICTA",,,SDG 10 (Reduced inequality through access to info in local languages/NLP),,"Text, Voice",,,,,"Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",,NLP,,,,,,,Bot of Bots Activity - in collaboration with Govstack for Kenya
ui_48,A large scale collection of voice data in Kinyarwanda to allow the building of inclusive language technology ,,Rwanda,"This effort created the largest open-source voice dataset of diverse Kinyarwanda speakers for speech recognition (speech-to-text). It collected more than 2300  hours of AI voice data in Kinyarwanda (by 04/2025). You can use this resource to build AI systems understanding spoken Kinyarwanda e.g. in cellphones . This facilitates access to information in mother tongue, including by illiterate persons and in rural settings. ",https://commonvoice.mozilla.org/en/datasets; https://huggingface.co/datasets/mbazaNLP/common-voice-kinyarwanda-english-dataset ,,"SDG 10 (Reduced inequality through access to info in local languages/NLP), End hunger, achieve food security, sustainable agriculture (SDG 2)",Dataset,Voice,,,,,"Powered by: Digital Umuganda & Mozilla Common voice Initiative
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ

",Balthas Seibold,NLP,,CC-0,,,,,
ui_49,Supporting visually impaired people in Rwanda through a Kinyarwanda Screen Reader,Supporting visually impaired people in Rwanda through a Kinyarwanda Screen Reader,,,,,,,,,,,,"Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",,,,,,,,,Kinyarwanda Screen Reader for visually impaired people
ui_50,"Crop type labels for beans, rice, wheat and Irish potatoes in Rwanda to monitor crop type area and enable crop yield forecasting in Rwanda",Monitoring crop type area and enabling crop yield forecasting through AI and Earth Observation in Rwanda,Rwanda,"to be filled in once data, code and models are available",,,"Climate Action, End hunger, achieve food security, sustainable agriculture (SDG 2)",,,,,,,"Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",,ML4EO,,,,,,,ML4EO Crop Mapping Solution Rwanda
ui_51,,SEE ABOVE,Rwanda,,,,,,,,,,,"Powered by:  
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ",,ML4EO,,,,,,,Landslide monitoring model development – data challenge/use case development follow-up
ui_52,"From Maps to Meals: ML for Precision Ag - Enabling geo-scientists to use Machine Learning for Precision Agriculture of geospatial data 
",Enabling geo-scientists to use Machine Learning for Precision Agriculture of geospatial data,South Africa,"Development and implementation of a training program to enable practitioners in the field of Earth Observation in South Africa to use machine learning. 
Field data collected on small holder agricultural farm land (crops) with raw datasets + applied use cases of classification of land use cover using ML (based on individual projects presented)",https://drive.google.com/drive/folders/1P_bW8Is1Qa1HJIznVbq_vsQwH3ejKUa5?usp=drive_link,,"End hunger, achieve food security, sustainable agriculture (SDG 2), Climate Action, Disaster Risk Management",Dataset,"Geospatial, Drone Imagery",Dr Meena Lysko (mbc.mlysko@gmail.com),"Types of Data:
1. Satellite-Based Data: Sentinel-1 (SAR),  
Sentinel-2 (optical), Sentinel-2 (Vis),  Sentinel-2 (imagery)
2. Drone-Based Data: Drone imagery, multispectral
3. Ground-Based / In-situ Data
4. Spectral Data Types: Hyperspectral, Thermal IR
Data Formats: Images, Tabular

Field-level reflectance, chlorophyll-related vegetation indices (VIs), Spectral response to stress; Sentinel-2, NIR bands, Low-res images, spectral variability for phosphorus deficiency & MSV, Spatial mapping of weeds vs. crops, Red-edge based chlorophyll estimates, Red-edge bands, REIP indices, Thermal + multispectral image fusion, Temporal NDVI, vegetation change monitoring, Crop separability via bands 7, 8, 8A, 11, Correlation of VIs to LAI",Please see the other South Africa projects from Dr. Meena Lysko - this is the consolidated dataset source for the sub projects,Please see the other South Africa projects from Dr. Meena Lysko - this is the consolidated dataset source for the sub projects,"Powered by:  Move Beyond Consulting
Implementing partners: MBC, WITS, CSIR, ARC
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ ",Meena Lysko,ML4EO,https://drive.google.com/drive/folders/1JMDhPAwVfS80qSFerU7f7jRhuKG05OFi?usp=drive_link,,https://drive.google.com/drive/folders/1R7iawHmEnTRJu_kmoR1iz26aii15ELIT?usp=drive_link,,,,ML4EO for Precision Agriculture
ui_52_1,Data for Detecting and Assessing Tomato Stress,"Detecting and Assessing Tomato Stress using ASD Measurements and Drone Data: The Case of Project Munei Holding Investments, Ha-Mphaila, Makhado Local Municipality",South Africa,"Investigates methods for detecting and assessing stress in tomato plants using ASD measurements and drone data, focusing on Project Munei Holding Investment in Ha-Mphaila, Limpopo
",https://drive.google.com/drive/folders/1P_bW8Is1Qa1HJIznVbq_vsQwH3ejKUa5?usp=drive_link,,"End hunger, achieve food security, sustainable agriculture (SDG 2), Disaster Risk Management, SDG 2",Dataset,"Geospatial, Drone Imagery, Images",Dr Meena Lysko (mbc.mlysko@gmail.com),"Field-level reflectance, chlorophyll-related vegetation indices (VIs). The data comes in various forms: Hyperspectral, UAV imagery, SPAD, Images, Tabular",Random Forest; used for stress classification; Software/Application: Random Forest + UAV analytics,"Train RF using spectral indices; cost includes UAV flights, ASD rentals; open-source RF models or GEE usable","Powered by:  Move Beyond Consulting
Implementing partners: MBC, WITS, CSIR, ARC
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ ",Gladness Khoza and Chuma Majova,ML4EO,https://drive.google.com/file/d/1XAzVlTGTc1TuXb10h67WDmuU91k2c2BP/view?usp=drive_link,,https://drive.google.com/file/d/1t3KiZiEQFprZMb8AYI01HrbSsSrfUwlb/view?usp=drive_link,,,,
ui_52_2,Artificial Intelligence for Maize (AIM),Characterizing Maize Stress Using UAV Remote Sensing: A Machine Learning Approach,South Africa,"Investigates the use of remote sensing and machine learning to characterize maize stress in the Limpopo Province, South Africa. The study concludes that integrating field spectra and remotely sensed reflectance provides valuable information for maize stress investigation, supporting the development of mitigation and prevention strategies to ensure food security.",https://drive.google.com/drive/folders/1P_bW8Is1Qa1HJIznVbq_vsQwH3ejKUa5?usp=drive_link,,"End hunger, achieve food security, sustainable agriculture (SDG 2), Disaster Risk Management, SDG 2 ",Dataset,"Geospatial, Images",Dr Meena Lysko (mbc.mlysko@gmail.com),"Spectral response to stress; Sentinel-2, NIR bands.","Random Forest, SVM; Software/Application: Sentinel-2 + field spectral data",Access Sentinel-2 (free); field spectrometer needed for calibration,"Powered by:  Move Beyond Consulting
Implementing partners: MBC, WITS, CSIR, ARC
Catalyzed by: FAIR Forward - AI for All
Financed by: BMZ ",Gerhardt Botha and Mikka Parag,ML4EO,https://drive.google.com/file/d/1XkSwcY0fmPmleRxfekkoOcBvF7kuAHFX/view?usp=drive_link,,https://drive.google.com/file/d/1cMBiijRJUyz8MVAuudrDnK2kkxbnoT6J/view?usp=drive_link,,,,
